name,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,age
Ian Murphy,1,1,0,185.42,83.91,182.88,Orthodox,0.0,0.0,1.93,30.0,4.13,100.0,0.0,0.0,40.0
Corey Hill,6,9,0,193.04,70.31,203.2,Orthodox,3.57,46.0,1.61,70.0,3.02,80.0,100.0,0.0,47.0
Robert Whittaker,25,7,0,182.88,83.91,185.42,Orthodox,4.47,42.0,3.39,60.0,0.85,39.0,82.0,0.0,35.0
Achilles Estremadura,7,1,0,177.8,70.31,172.72,Orthodox,3.2,43.0,3.27,70.0,0.0,0.0,0.0,0.0,33.0
Rolando Bedoya,14,3,0,180.34,77.11,187.96,Orthodox,8.7,55.0,6.83,52.0,0.0,0.0,0.0,0.0,28.0
Chase Sherman,16,12,0,193.04,113.4,198.12,Orthodox,6.04,45.0,6.65,52.0,0.09,50.0,74.0,0.0,36.0
Bryan Pardoe,13,16,0,185.42,92.99,182.88,Orthodox,1.11,36.0,4.59,45.0,4.75,40.0,33.0,0.0,44.0
Guy Mezger,30,14,2,185.42,90.72,182.88,Orthodox,2.3,32.0,1.36,72.0,0.39,50.0,88.0,0.0,57.0
Leonardo Damiani,10,3,1,177.8,77.11,175.26,Orthodox,1.67,23.0,4.17,37.0,0.0,0.0,50.0,0.0,35.0
Alejandro Flores,17,3,0,177.8,65.77,185.42,Orthodox,3.66,40.0,2.02,54.0,0.0,0.0,0.0,0.0,34.0
Sherron Leggett,21,6,0,172.72,70.31,182.88,Southpaw,2.86,51.0,2.08,47.0,5.19,80.0,33.0,0.0,47.0
Josh Epps,6,7,0,177.8,58.97,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
Gian Villante,17,14,0,190.5,104.33,193.04,Orthodox,4.38,44.0,5.47,55.0,0.45,23.0,83.0,0.0,40.0
Nobuhiko Takada,2,6,2,182.88,99.79,182.88,Southpaw,0.31,24.0,1.92,39.0,1.15,20.0,0.0,0.0,63.0
Jadson Costa,22,8,0,170.18,70.31,182.88,Orthodox,0.2,50.0,3.05,50.0,0.0,0.0,0.0,0.0,39.0
Chris Dempsey,11,5,0,177.8,83.91,182.88,Orthodox,2.25,32.0,2.82,65.0,2.64,23.0,16.0,0.0,38.0
Kultar Gill,12,8,0,182.88,69.85,182.88,Orthodox,1.14,50.0,0.4,41.0,1.71,66.0,38.0,0.0,46.0
Justin DeMoney,15,7,1,177.8,77.11,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Justin Sumter,7,3,0,187.96,83.91,203.2,Southpaw,2.68,48.0,7.64,34.0,2.87,100.0,0.0,0.0,36.0
Bob Gilstrap,5,7,0,190.5,90.72,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
Taylor Moore,10,5,0,177.8,61.23,177.8,Southpaw,0.2,75.0,2.07,42.0,0.0,0.0,25.0,0.0,32.0
Ion Cutelaba,17,9,1,185.42,92.99,190.5,Southpaw,4.63,43.0,3.29,48.0,4.75,58.0,77.0,0.0,32.0
Gerric Hayes,8,11,0,177.8,77.11,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Houston Alexander,17,15,1,182.88,92.99,182.88,Orthodox,3.06,54.0,3.2,52.0,1.19,57.0,33.0,0.0,53.0
Ibo Aslan,12,1,0,190.5,92.99,195.58,Orthodox,8.87,72.0,3.38,63.0,0.0,0.0,0.0,0.0,29.0
Sam Liera,12,10,0,177.8,77.11,182.88,Unknown,0.82,60.0,7.36,51.0,0.0,0.0,66.0,0.0,39.0
Andre Santos,38,10,0,182.88,77.11,182.88,Unknown,2.77,34.0,4.17,41.0,2.5,29.0,75.0,0.0,39.0
Jean Matsumoto,14,0,0,167.64,61.23,172.72,Orthodox,6.67,36.0,6.6,49.0,0.0,0.0,66.0,0.0,26.0
Jong Won Kim,0,1,0,170.18,63.05,182.88,Orthodox,0.84,15.0,3.28,63.0,2.81,100.0,0.0,0.0,36.0
Joe Lowry,9,2,0,180.34,70.31,185.42,Orthodox,3.97,34.0,4.25,63.0,0.0,0.0,0.0,0.0,36.0
Mikey Gonzalez,7,2,0,180.34,70.31,187.96,Orthodox,0.91,16.0,14.55,11.0,0.0,0.0,0.0,0.0,40.0
Brian Houston,4,6,0,187.96,83.91,182.88,Orthodox,1.9,35.0,3.67,53.0,0.95,100.0,87.0,0.0,44.0
Tomomi Iwama,9,6,2,160.02,70.31,182.88,Orthodox,1.0,20.0,3.0,70.0,0.0,0.0,0.0,0.0,39.0
Paul Georgieff,6,2,0,187.96,77.11,182.88,Orthodox,2.55,40.0,2.34,35.0,0.0,0.0,0.0,0.0,43.0
Mark Schultz,1,1,0,175.26,90.72,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
Gasan Umalatov,17,4,2,180.34,77.11,180.34,Orthodox,2.23,39.0,4.1,59.0,0.75,17.0,90.0,0.0,43.0
Nate Moore,8,4,0,182.88,77.11,182.88,Unknown,2.21,25.0,2.87,42.0,1.23,16.0,25.0,0.0,39.0
Albert Cheng,7,4,0,180.34,77.11,182.88,Orthodox,1.0,41.0,2.6,71.0,0.0,0.0,0.0,0.0,40.0
Marc Diakiese,17,7,0,177.8,70.31,185.42,Orthodox,2.54,40.0,2.64,52.0,3.29,43.0,66.0,0.0,32.0
Khalid Murtazaliev,14,2,0,182.88,83.91,193.04,Orthodox,4.8,69.0,0.4,78.0,7.5,100.0,33.0,0.0,32.0
Philip Preece,10,14,0,172.72,92.99,182.88,Orthodox,0.8,72.0,0.7,63.0,0.0,0.0,0.0,0.0,44.0
Ron Stallings,14,8,0,187.96,77.11,190.5,Southpaw,3.22,60.0,3.26,51.0,0.0,0.0,71.0,0.0,42.0
Jai Herbert,12,5,1,185.42,70.31,195.58,Orthodox,2.69,41.0,3.15,45.0,0.2,10.0,57.0,0.0,37.0
Balajin,23,4,0,175.26,65.77,182.88,Orthodox,1.4,33.0,2.73,50.0,2.0,20.0,66.0,0.0,33.0
Miguel Linares,2,4,0,177.8,77.11,182.88,Unknown,6.51,50.0,8.84,36.0,0.0,0.0,0.0,0.0,39.0
Jonatas Novaes,13,5,0,180.34,77.11,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Lucas Lopes,29,19,0,187.96,83.91,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
Trey Houston,11,4,0,180.34,83.91,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
Sanford Alton Meeks,1,1,0,195.58,120.2,190.5,Orthodox,0.71,42.0,4.47,38.0,7.06,25.0,0.0,0.0,31.0
Darrius Flowers,12,6,1,175.26,77.11,180.34,Orthodox,4.19,56.0,7.02,40.0,1.7,33.0,100.0,0.0,31.0
John Dixson,15,22,0,182.88,124.74,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
Shaun Etchell,7,3,0,170.18,56.7,172.72,Switch,0.0,0.0,0.0,0.0,4.37,100.0,100.0,0.0,32.0
JunYoung Hong,11,7,1,172.72,65.77,175.26,Orthodox,3.53,39.0,3.27,54.0,0.0,0.0,40.0,0.0,35.0
Sultan Aliev,15,3,0,180.34,77.11,187.96,Orthodox,1.41,45.0,2.2,56.0,1.76,38.0,100.0,0.0,41.0
Damonte Robinson,6,1,1,182.88,70.31,195.58,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Harry Moskowitz,6,12,0,195.58,124.74,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
Jorgen Kruth,5,0,0,187.96,92.99,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
Moti Horenstein,1,6,0,193.04,104.33,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
Sarah D'alelio,11,7,0,170.18,65.77,182.88,Unknown,2.4,33.0,0.0,100.0,0.0,0.0,100.0,0.0,36.0
Ashiek Ajim,6,2,0,172.72,61.23,180.34,Switch,5.0,40.0,11.25,25.0,0.0,0.0,0.0,0.0,31.0
Ludovit Klein,20,4,1,170.18,70.31,182.88,Southpaw,3.49,54.0,3.53,53.0,1.52,45.0,83.0,0.0,30.0
Jose Barreto,0,1,0,177.8,83.91,182.88,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
Vinicius Cenci,7,2,0,185.42,70.31,187.96,Orthodox,2.9,48.0,2.69,62.0,1.61,50.0,0.0,0.0,30.0
Richie Santiago,7,2,0,170.18,61.23,170.18,Southpaw,3.87,49.0,4.87,42.0,0.0,0.0,25.0,0.0,33.0
Scott Morris,2,1,0,177.8,95.25,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
Maiju Kujala,6,3,0,177.8,61.23,182.88,Unknown,2.5,40.0,5.5,36.0,0.0,0.0,50.0,0.0,36.0
Antony Rea,33,15,0,182.88,92.99,182.88,Orthodox,2.89,28.0,5.42,42.0,0.0,0.0,100.0,0.0,49.0
Chris Wright,8,5,1,177.8,77.11,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Nick Penner,11,3,0,193.04,92.99,182.88,Southpaw,1.25,30.0,4.6,38.0,0.0,0.0,40.0,0.0,45.0
Christian Aguilera,14,8,0,175.26,77.11,182.88,Switch,2.54,37.0,4.04,48.0,0.0,0.0,60.0,0.0,34.0
Mario Soto,7,2,0,182.88,65.77,182.88,Unknown,1.43,23.0,5.23,42.0,0.0,0.0,0.0,0.0,36.0
Gerald Harris,23,5,0,180.34,83.91,195.58,Southpaw,1.41,29.0,1.58,62.0,2.96,54.0,72.0,0.0,46.0
Rubin Williams,0,1,0,185.42,83.91,182.88,Orthodox,0.0,0.0,1.39,60.0,0.0,0.0,0.0,0.0,49.0
Steve Mann,12,5,0,185.42,77.11,182.88,Unknown,3.18,70.0,0.66,57.0,1.64,100.0,60.0,0.0,39.0
Alessandro Costa,13,4,0,162.56,56.7,170.18,Orthodox,3.75,46.0,3.61,56.0,0.31,16.0,90.0,0.0,29.0
Michael Bravo,7,4,0,177.8,70.31,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Alexander Morgan,11,5,0,177.8,65.77,180.34,Orthodox,3.71,44.0,2.78,47.0,0.0,0.0,0.0,0.0,34.0
Abdul-Kareem Al-Selwady,15,3,0,172.72,70.31,175.26,Orthodox,4.6,28.0,3.6,61.0,1.0,16.0,0.0,0.0,30.0
Chris Amarante,2,0,0,177.8,83.91,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
Marc Stevens,21,10,0,175.26,70.31,182.88,Unknown,0.45,26.0,1.79,46.0,0.0,0.0,0.0,0.0,39.0
Danny Navarro,17,7,0,177.8,70.31,182.88,Unknown,3.83,32.0,4.62,57.0,2.17,25.0,100.0,0.0,39.0
David Dodd,4,7,0,187.96,90.72,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0
Elves Brener,16,3,0,177.8,70.31,182.88,Orthodox,4.64,46.0,5.05,55.0,0.93,20.0,85.0,0.0,28.0
Ivan Valenzuela,8,2,0,187.96,83.91,195.58,Orthodox,0.0,0.0,9.6,33.0,0.0,0.0,0.0,0.0,33.0
Chelsea Hackett,3,1,1,162.56,56.7,167.64,Switch,2.58,51.0,4.85,46.0,0.0,0.0,57.0,0.0,27.0
CJ Keith,8,4,0,182.88,70.31,182.88,Orthodox,0.86,50.0,1.82,50.0,0.0,0.0,62.0,0.0,39.0
Bryanna Fissori,2,4,0,162.56,65.77,182.88,Unknown,1.4,46.0,1.2,57.0,2.0,25.0,50.0,0.0,36.0
Jeff Molina,11,2,0,167.64,56.7,175.26,Orthodox,7.25,48.0,5.04,55.0,0.0,0.0,66.0,0.0,28.0
Dean Barry,4,2,0,177.8,77.11,182.88,Orthodox,9.31,40.0,4.66,51.0,0.0,0.0,100.0,0.0,33.0
Norifumi Yamamoto,18,6,0,162.56,61.23,167.64,Southpaw,2.09,45.0,2.01,57.0,0.41,22.0,45.0,0.0,48.0
Bryan Humes,6,2,0,177.8,120.2,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
Crezio de Souza,1,2,0,177.8,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Wuziazibieke Jiahefu,29,12,1,175.26,65.77,177.8,Orthodox,0.41,50.0,2.84,41.0,6.08,50.0,0.0,0.0,35.0
Rulon Gardner,1,0,0,190.5,120.2,182.88,Orthodox,2.05,25.0,1.45,60.0,0.75,100.0,100.0,0.0,54.0
Cortez Coleman,13,8,0,185.42,83.91,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
Aalon Cruz,8,4,0,182.88,65.77,198.12,Switch,7.58,39.0,8.88,58.0,0.0,0.0,0.0,0.0,36.0
Paul Capaldo,6,0,0,170.18,61.23,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
Chris Condo,0,1,0,182.88,151.95,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Yoji Anjo,0,5,1,180.34,92.99,182.88,Orthodox,0.0,0.0,3.13,25.0,0.0,0.0,0.0,0.0,58.0
Ricky Legere Jr.,14,4,0,172.72,77.11,182.88,Unknown,1.07,41.0,1.53,60.0,5.0,41.0,0.0,0.0,39.0
Luciano Pereira,13,1,0,177.8,56.7,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
Aaron Brink,26,26,0,190.5,92.99,182.88,Orthodox,3.49,42.0,5.71,57.0,0.0,0.0,0.0,0.0,51.0
Diego Henrique da Silva,8,4,0,187.96,83.91,182.88,Orthodox,2.53,57.0,3.27,30.0,0.0,0.0,63.0,0.0,39.0
OJ Dominguez,0,1,0,177.8,77.11,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Jesse Jones,2,1,0,175.26,77.11,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Trent Jenkins,0,4,0,187.96,83.91,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
Timo Feucht,8,1,0,190.5,92.99,200.66,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
Garrett Mueller,3,3,0,175.26,61.23,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
Ryan Tobar,3,3,0,177.8,70.31,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Koji Oishi,25,10,10,172.72,77.11,182.88,Orthodox,1.43,9.0,17.86,43.0,0.0,0.0,0.0,0.0,48.0
Rob Sinclair,13,5,0,172.72,70.31,182.88,Unknown,1.2,33.0,1.73,73.0,0.0,0.0,50.0,0.0,39.0
Scott Ferrozzo,4,2,0,180.34,146.51,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Caio Bittencourt,14,7,0,182.88,83.91,190.5,Orthodox,0.29,16.0,0.57,33.0,0.0,0.0,0.0,0.0,34.0
Muslim Salikhov,19,4,0,180.34,77.11,177.8,Orthodox,3.37,51.0,2.91,62.0,1.31,40.0,73.0,0.0,41.0
Yosuke Nishijima,0,5,0,175.26,92.99,182.88,Orthodox,1.72,37.0,5.59,56.0,0.0,0.0,0.0,0.0,52.0
Michael McDonald,1,1,0,180.34,92.99,182.88,Orthodox,0.0,0.0,0.4,50.0,0.0,0.0,0.0,0.0,60.0
Rafael Carino,2,1,1,203.2,111.13,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
Jeremy Kennedy,11,1,0,180.34,65.77,180.34,Orthodox,2.22,46.0,2.58,47.0,5.73,52.0,66.0,0.0,33.0
Luis Ramos,20,10,2,172.72,77.11,182.88,Orthodox,2.4,35.0,5.6,42.0,1.5,20.0,100.0,0.0,44.0
Eric Steenberg,5,1,0,177.8,70.31,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Hugo Duarte,6,3,0,182.88,108.86,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0
Andre Fialho,16,8,0,182.88,77.11,187.96,Orthodox,3.3,41.0,6.26,45.0,0.25,100.0,66.0,0.0,31.0
Igor Da Silva,8,0,0,170.18,56.7,175.26,Orthodox,9.85,55.0,4.86,47.0,9.85,100.0,0.0,0.0,22.0
Andre Amado,6,4,1,182.88,69.85,182.88,Orthodox,2.27,24.0,5.91,63.0,0.0,0.0,20.0,0.0,36.0
Sam Oropeza,13,3,0,187.96,77.11,182.88,Unknown,7.68,56.0,1.44,70.0,3.6,33.0,100.0,0.0,39.0
Frank Lester,11,6,0,180.34,77.11,182.88,Orthodox,2.18,36.0,3.82,53.0,0.0,0.0,0.0,0.0,41.0
Steven Nguyen,9,1,0,180.34,65.77,185.42,Switch,8.29,43.0,7.49,63.0,0.0,0.0,83.0,0.0,32.0
Maiara Amanajas dos Santos,7,3,0,165.1,52.16,182.88,Southpaw,5.53,35.0,24.47,33.0,0.0,0.0,100.0,0.0,38.0
Wagner Campos,12,10,0,167.64,65.77,182.88,Southpaw,1.54,41.0,2.53,51.0,2.71,100.0,0.0,0.0,44.0
He-Man Gipson,1,2,0,177.8,77.11,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Koichiro Matsumoto,15,3,1,170.18,65.77,182.88,Unknown,1.9,26.0,3.5,31.0,0.0,0.0,0.0,0.0,36.0
Dan Severn,101,19,1,187.96,113.4,182.88,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0
Josh Clopton,6,2,1,167.64,65.77,182.88,Orthodox,1.6,64.0,2.87,50.0,2.0,66.0,75.0,0.0,44.0
Damion Douglas,4,1,0,177.8,77.11,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Eduardo Torres Caut,16,2,0,170.18,61.23,177.8,Orthodox,1.1,34.0,1.24,65.0,2.06,33.0,50.0,0.0,30.0
Omar Morales,11,4,0,180.34,70.31,185.42,Orthodox,3.42,40.0,3.18,58.0,0.46,100.0,63.0,0.0,40.0
Brandon Foxworth,18,4,0,180.34,65.77,182.88,Orthodox,1.33,32.0,4.59,50.0,0.0,0.0,0.0,0.0,46.0
Cortavious Romious,7,2,0,162.56,61.23,172.72,Southpaw,14.48,31.0,20.69,41.0,0.0,0.0,0.0,0.0,31.0
Joe Warren,15,6,0,167.64,61.23,182.88,Orthodox,2.15,46.0,2.39,52.0,6.14,46.0,60.0,0.0,49.0
George Hardwick,12,2,0,177.8,70.31,182.88,Orthodox,3.6,38.0,4.6,71.0,0.0,0.0,83.0,0.0,29.0
Dante Rivera,16,7,0,185.42,83.91,182.88,Southpaw,2.27,53.0,4.0,25.0,0.0,0.0,16.0,0.0,51.0
Bill Duvall,1,2,0,187.96,83.91,182.88,Southpaw,0.0,0.0,2.4,40.0,0.0,0.0,0.0,0.0,42.0
Henry Miller,6,16,0,170.18,122.47,182.88,Southpaw,1.25,36.0,2.16,54.0,0.55,25.0,60.0,0.0,56.0
Ben Earwood,12,3,0,172.72,77.11,182.88,Orthodox,0.5,55.0,0.2,33.0,3.0,100.0,0.0,0.0,39.0
Andy Murad,15,2,0,175.26,83.91,182.88,Unknown,2.6,76.0,2.87,32.0,1.0,20.0,42.0,0.0,42.0
Sovannahry Em,3,1,0,162.56,61.23,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
Nad Narimani,12,4,0,172.72,65.77,177.8,Orthodox,3.33,42.0,3.0,58.0,1.92,41.0,70.0,0.0,38.0
Craig Oxley,0,3,0,175.26,70.31,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Jeremy Kimball,15,8,0,182.88,92.99,182.88,Switch,2.81,46.0,3.84,49.0,1.41,20.0,50.0,0.0,34.0
Josh Stuart,1,4,0,175.26,72.57,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
John Elam,2,0,0,177.8,77.11,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Javi Alanis,0,4,0,167.64,61.23,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
Iliarde Santos,30,13,1,165.1,56.7,170.18,Orthodox,3.0,30.0,6.1,57.0,1.66,23.0,83.0,0.0,45.0
Bogdan Guskov,14,3,0,190.5,92.99,193.04,Orthodox,2.12,32.0,6.9,43.0,0.0,0.0,0.0,0.0,33.0
Yoshinori Horie,8,2,0,172.72,65.77,177.8,Orthodox,2.76,49.0,5.65,48.0,0.0,0.0,0.0,0.0,30.0
Karl Williams,9,1,0,190.5,106.59,200.66,Orthodox,2.93,49.0,1.8,62.0,4.0,46.0,100.0,0.0,35.0
Colley  Bradford,0,1,0,170.18,65.77,182.88,Unknown,0.43,25.0,1.73,50.0,19.42,50.0,100.0,0.0,36.0
Zane Frazier,4,11,0,195.58,113.4,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
Lucas Almeida,14,2,0,180.34,65.77,180.34,Orthodox,5.29,47.0,5.29,45.0,0.0,0.0,40.0,0.0,34.0
Joe Martin,6,8,0,175.26,77.11,182.88,Unknown,0.73,40.0,2.4,45.0,0.0,0.0,16.0,0.0,39.0
Zachary Micklewright,15,3,0,182.88,70.31,187.96,Southpaw,5.56,53.0,4.72,54.0,0.7,12.0,100.0,0.0,49.0
Romie Aram,7,1,0,177.8,77.11,182.88,Orthodox,1.8,35.0,2.83,50.0,2.5,62.0,83.0,0.0,48.0
Junior Tafa,5,1,0,190.5,108.86,190.5,Orthodox,1.83,40.0,0.55,76.0,0.0,0.0,84.0,0.0,29.0
Askar Mozharov,19,13,0,190.5,92.99,187.96,Orthodox,0.43,18.0,4.07,13.0,0.0,0.0,33.0,0.0,31.0
Milco Voorn,20,11,1,177.8,99.79,182.88,Orthodox,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,44.0
Jakob Lovstad,11,4,0,190.5,92.99,182.88,Orthodox,0.0,0.0,9.43,35.0,0.0,0.0,0.0,0.0,44.0
Brendson Ribeiro,15,5,0,190.5,92.99,205.74,Orthodox,8.46,46.0,5.29,64.0,0.0,0.0,0.0,0.0,29.0
James Wade,4,11,0,177.8,92.99,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
Shayilan Nuerdanbieke,39,11,0,172.72,65.77,175.26,Orthodox,2.28,45.0,2.94,50.0,2.9,33.0,40.0,0.0,31.0
Victor Altamirano,12,3,0,172.72,56.7,177.8,Switch,5.0,57.0,3.99,53.0,2.12,25.0,63.0,0.0,34.0
Ricky Camp,11,4,0,170.18,61.23,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
Kyle Watson,13,8,1,182.88,70.31,182.88,Southpaw,3.67,35.0,3.25,62.0,0.0,0.0,100.0,0.0,46.0
Justin Governale,5,5,0,177.8,65.77,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
Sam Adkins,7,20,2,190.5,102.06,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Chris Jones,10,5,0,175.26,67.59,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
Mike Bencic,1,2,0,182.88,97.52,182.88,Orthodox,0.0,0.0,3.32,53.0,0.0,0.0,0.0,0.0,44.0
Marcelo Rojo,16,10,0,172.72,65.77,180.34,Orthodox,4.92,39.0,6.42,55.0,0.46,50.0,66.0,0.0,37.0
Sergey Morozov,19,5,0,167.64,61.23,170.18,Orthodox,3.01,43.0,2.97,61.0,3.63,31.0,68.0,0.0,36.0
Leah Letson,5,3,0,170.18,65.77,180.34,Southpaw,3.06,41.0,3.84,52.0,0.51,50.0,76.0,0.0,33.0
Talita Alencar,4,0,1,154.94,52.16,147.32,Orthodox,2.33,38.0,5.8,42.0,4.0,16.0,0.0,0.0,35.0
Salim Touahri,10,4,0,177.8,77.11,182.88,Orthodox,2.6,46.0,2.87,58.0,0.0,0.0,83.0,0.0,36.0
Dmitrii Smoliakov,9,3,0,187.96,114.76,187.96,Switch,1.44,42.0,3.81,55.0,0.0,0.0,75.0,0.0,43.0
Jamal Pogues,10,4,0,190.5,92.99,195.58,Orthodox,3.12,42.0,4.25,52.0,3.0,48.0,66.0,0.0,30.0
Pete Rogers Jr.,2,4,0,182.88,65.77,182.88,Unknown,0.66,15.0,1.71,65.0,0.0,0.0,0.0,0.0,36.0
Aaron Lanfranco,5,1,0,177.8,70.31,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Malik Lewis,6,2,0,182.88,70.31,190.5,Orthodox,4.16,45.0,5.66,40.0,3.98,40.0,50.0,0.0,29.0
Chris Duncan,11,1,0,177.8,70.31,180.34,Orthodox,5.08,46.0,3.74,49.0,3.63,39.0,100.0,0.0,32.0
Song Kenan,20,7,0,182.88,77.11,180.34,Orthodox,4.4,47.0,5.86,52.0,0.41,66.0,62.0,0.0,35.0
Janay Harding,2,3,0,177.8,61.23,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
Casey Ryan,7,3,0,177.8,83.91,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
Josh Ferguson,10,5,0,165.1,56.7,182.88,Orthodox,2.13,43.0,4.18,32.0,0.59,11.0,54.0,0.0,37.0
Andy Ologun,3,1,0,182.88,69.85,182.88,Orthodox,2.36,57.0,0.32,85.0,0.68,100.0,80.0,0.0,42.0
Ron van Clief,0,1,0,177.8,86.18,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0
Callan Potter,18,9,0,182.88,77.11,182.88,Orthodox,3.18,50.0,4.72,58.0,3.29,66.0,100.0,0.0,41.0
John Yoo,0,1,0,177.8,61.23,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
Rich Attonito,10,5,0,177.8,77.11,182.88,Orthodox,2.28,47.0,2.13,59.0,0.74,37.0,75.0,0.0,48.0
Herschel Walker,2,0,0,185.42,97.52,182.88,Orthodox,3.42,67.0,0.45,46.0,1.94,100.0,100.0,0.0,63.0
Anthony Macias,26,18,0,175.26,83.91,182.88,Switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
Angelo Antonio,1,4,0,177.8,92.99,182.88,Orthodox,1.09,50.0,7.64,50.0,0.0,0.0,0.0,0.0,44.0
Lazar Stojadinovic,12,5,0,170.18,65.77,172.72,Southpaw,1.82,29.0,1.97,59.0,0.0,0.0,0.0,0.0,36.0
MinWoo Kim,10,2,0,172.72,61.23,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
Kevin Rosier,2,6,0,193.04,124.74,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
